Yeah!  We did it!	Yeah!  We did it!
You had better find a different hiding place, Master, a man is walking back this way.	You had better find a different hiding place, Master, a man is walking back this way.
Very clever!  Oh, but that you possessed one.	Very clever!  Oh, but that you possessed one.
You wouldn't think of harming such a friend.	You wouldn't think of harming such a friend.
Against the granite cliffs the remains of an ancient city are slowly being entombed by the sands.	Against the granite cliffs the remains of an ancient city are slowly being entombed by the sands.
The sand and rocks at your feet were once part of the cliffs above you.	The sand and rocks at your feet were once part of the cliffs above you.
Above you in the clear desert sky you see the luminous full moon, framed by uncountable stars and constellations.	Above you in the clear desert sky you see the luminous full moon, framed by uncountable stars and constellations.
Don't bother me with silly quest... Mirror?  Do you have a mirror?  USE it, you fool!	Don't bother me with silly quest... Mirror?  Do you have a mirror?  USE it, you fool!
Silence, fool!  I am pondering the significance of that at this very instant.	Silence, fool!  I am pondering the significance of that at this very instant.
What about it?  The door is clearly there, emblazoned with stars.  Wait, they are constellations! There is the scorpion, below is the dragon.  Perhaps you are not totally worthless after all.  We need but wait for the moon to shine upon the door.	What about it?  The door is clearly there, emblazoned with stars.  Wait, they are constellations! There is the scorpion, below is the dragon.  Perhaps you are not totally worthless after all.  We need but wait for the moon to shine upon the door.
Questions!  Do you have nothing better to do than waste my time?  Let me think, and I'd advise you to do the same!	Questions!  Do you have nothing better to do than waste my time?  Let me think, and I'd advise you to do the same!
Enough.  You do not want to make me angry!	Enough.  You do not want to make me angry!
I grow impatient with your nonsense.  Either find a way to make the moon obey you, or you will face my wrath!	I grow impatient with your nonsense.  Either find a way to make the moon obey you, or you will face my wrath!
You would try the patience of a dervish!  Do something!	You would try the patience of a dervish!  Do something!
After One Thousand Years and a Year, the door to the ancient city is unsealed.	After One Thousand Years and a Year, the door to the ancient city is unsealed.
The door to the Forbidden City is sealed, as it has been for centuries.	The door to the Forbidden City is sealed, as it has been for centuries.
The door is sealed by magic stronger than any you may ever command.	The door is sealed by magic stronger than any you may ever command.
There is a strong aura of magic emanating from the door ahead of you.  Ad Avis seems to be surrounded by magic, and for some reason, so do you.	There is a strong aura of magic emanating from the door ahead of you.  Ad Avis seems to be surrounded by magic, and for some reason, so do you.
You there, try walking through the door now!	You there, try walking through the door now!
No, no, fool.  Pass through it! Oh, get out of the way.	No, no, fool.  Pass through it! Oh, get out of the way.
You have no idea how or why you got here, but it is nice to be able to help such a nice man.	You have no idea how or why you got here, but it is nice to be able to help such a nice man.
I cannot be mistaken.  My translation of the prophecy must be correct.  It must be you.  Of all the stupid Heroes in the world, I had to be cursed with you!	I cannot be mistaken.  My translation of the prophecy must be correct.  It must be you.  Of all the stupid Heroes in the world, I had to be cursed with you!
What is wrong?  How does it go?	What is wrong?  How does it go?
"For one thousand years and a year, Iblis will be bound..." I know that it has been one thousand and one years to this very day, so that MUST be correct.	"For one thousand years and a year, Iblis will be bound..." I know that it has been one thousand and one years to this very day, so that MUST be correct.
"Beneath the tombstones of the city that he once did found." This is the Forbidden City, there is no doubt of that.	"Beneath the tombstones of the city that he once did found." This is the Forbidden City, there is no doubt of that.
"Then comes a Hero from the Northland, led unto despair..." You are the only Hero that I have found recently, it must be you!  And I have no doubt you will despair before I am through with you.	"Then comes a Hero from the Northland, led unto despair..." You are the only Hero that I have found recently, it must be you!  And I have no doubt you will despair before I am through with you.
"Passing through the door unopened, that he will find there." The door!  Accursed door.  Why can you not pass through it?	"Passing through the door unopened, that he will find there." The door!  Accursed door.  Why can you not pass through it?
"When the moonlight shines between the Dragon's jaws... And is caught and held there by the Scorpion's claws."	"When the moonlight shines between the Dragon's jaws... And is caught and held there by the Scorpion's claws."
The Moon!  It is not due to rise between the two constellations until tomorrow!  How can I be wrong!?	The Moon!  It is not due to rise between the two constellations until tomorrow!  How can I be wrong!?
I WILL NOT BE DENIED!!!	I WILL NOT BE DENIED!!!
I cannot be wrong.  It did not say a thousand and one years and a day.  No!	I cannot be wrong.  It did not say a thousand and one years and a day.  No!
But how can the moon be where it cannot be? You!  You're the Hero.  Answer me how the moon can be between the Dragon and the Scorpion?	But how can the moon be where it cannot be? You!  You're the Hero.  Answer me how the moon can be between the Dragon and the Scorpion?
So be it! "By the Powers of all Darkness. By the Power of My Name Shall your soul be mirrored outward, and your body be the same!"	So be it! "By the Powers of all Darkness. By the Power of My Name Shall your soul be mirrored outward, and your body be the same!"
Oooo... I hate it when this happens.	Oooo... I hate it when this happens.
You whip the mirror out of your pocket, and carefully direct the reflected moonlight between the constellations.	You whip the mirror out of your pocket, and carefully direct the reflected moonlight between the constellations.
At last!  Now how does the rest of the prophecy go? "And at last the Hero 'He who Waits Behind' shall see, While Iblis rises by the Dark One and the light shall flee. By the name of Suleiman, so shall this be!"	At last!  Now how does the rest of the prophecy go? "And at last the Hero 'He who Waits Behind' shall see, While Iblis rises by the Dark One and the light shall flee. By the name of Suleiman, so shall this be!"
Now you know all you need to know.  Go in there and bring me the statue of Iblis!	Now you know all you need to know.  Go in there and bring me the statue of Iblis!
Bah!  What use are you?  Be silent!	Bah!  What use are you?  Be silent!
You find that you have no desire to speak.	You find that you have no desire to speak.
Passing through the door... what is it about that door?  Door with stars, constellations!  The scorpion and the dragon are on the door!  It must be when the moon shines upon the door that you may pass though it.	Passing through the door... what is it about that door?  Door with stars, constellations!  The scorpion and the dragon are on the door!  It must be when the moon shines upon the door that you may pass though it.
Let me see, where is the moon now?  The moon is to the southeast.  But the door is facing north!  The moonlight will not pass over us enough to cast light upon the door.  Why is this happening to me?  After all these years of planning, how can so many things go wrong?	Let me see, where is the moon now?  The moon is to the southeast.  But the door is facing north!  The moonlight will not pass over us enough to cast light upon the door.  Why is this happening to me?  After all these years of planning, how can so many things go wrong?
Well, Hero from the Northland, are you so powerful a magician that you can move the moon from its orbit and force it to shine on the door?  Or are you so strong that you can bend light?  What can you say or do that will let you pass the door?	Well, Hero from the Northland, are you so powerful a magician that you can move the moon from its orbit and force it to shine on the door?  Or are you so strong that you can bend light?  What can you say or do that will let you pass the door?
You find you can speak and move your arms again, but you can't seem to move your legs.	You find you can speak and move your arms again, but you can't seem to move your legs.
Bah!  You have no way of getting through that door.  And if your usefulness has ended....	Bah!  You have no way of getting through that door.  And if your usefulness has ended....
What is it about you that will let you pass the door?  There must be something.  The prophecy cannot be wrong.	What is it about you that will let you pass the door?  There must be something.  The prophecy cannot be wrong.
Too hot?  Wear your thermal underwear next time.	Too hot?  Wear your thermal underwear next time.
The heat of this room is painful.  You feel the sweat pour down from you and hear it sizzle on the ground below.  There is the distinct odor of brimstone around you.	The heat of this room is painful.  You feel the sweat pour down from you and hear it sizzle on the ground below.  There is the distinct odor of brimstone around you.
You rekindle your lamp.	You rekindle your lamp.
Most of the water you poured over yourself has evaporated.  You are starting to get very hot.	Most of the water you poured over yourself has evaporated.  You are starting to get very hot.
This room is filled with molten lava and small geysers.	This room is filled with molten lava and small geysers.
You pour some water over your clothes and feel a little relief from the heat.	You pour some water over your clothes and feel a little relief from the heat.
You've just poured some water on yourself.  You're still wet.	You've just poured some water on yourself.  You're still wet.
